Champ20,Champ30,Champ21,LIBELLE,INTIT,CPT,FIXE,ANA,CLO
,,,,LUKENGU NGALAMULUME,46661310,V,N,N
,,,,LULUA LUKADI                  ,42143730,D,,
,,,,LULUA LUKADI                  ,42144730,D,,
,,,,LULUA LUKADI                  ,42142730,D,,
,,,,LULUA LUKADI                  ,42141730,D,,
,,,,LULUA LUKADI,65141730,,N,N
,,,,LUPANTSHIA PALELE             ,42132230,D,,
,,,,LUPANTSHIA PALELE             ,42133230,D,,
,,,,LUPANTSHIA PALELE             ,42134230,D,,
,,,,LUPANTSHIA PALELE             ,42131230,D,,
,,,,LUPANTSHIA PALELE,65131230,,N,N
,,,,LUPETU MULUMBA                ,45961070,D,,
,,,,LUPETU MULUMBA                ,45962070,D,,
,,,,LUPETU MULUMBA                ,45964070,D,,
,,,,LUPETU MULUMBA                ,45963070,D,,
,,,,LUSAMBA TSHIABA,42161950,,N,N
,,,,LUSAMBA TSHIABA,65161950,,N,N
,,,,LUSHIKU BADIBANGA             ,42143630,D,,
,,,,LUSHIKU BADIBANGA             ,42142630,D,,
,,,,LUSHIKU BADIBANGA             ,42141630,D,,
,,,,LUSHIKU BADIBANGA             ,42144630,D,,
,,,,LUSHIMBA SAMUANGALA           ,45971140,D,,
,,,,LUSHIMBA SAMUANGALA           ,45972140,D,,
,,,,LUSHIMBA SAMUANGALA           ,45973140,D,,
,,,,LUSHIMBA SAMUANGALA           ,45974140,D,,
,,,,LUSHIMBA SAMUKENGE,42131040,,N,N
,,,,LUSHIMBA SAMUKENGE            ,42132040,D,,
,,,,LUSHIMBA SAMUKENGE            ,42134040,D,,
,,,,LUSHIMBA SAMUKENGE            ,42133040,D,,
,,,,LUSHONYI KABONGO,42141930,,N,N
,,,,LUSHONYI KABONGO,65141930,,N,N
,,,,MABOSH BAKAM                  ,42151530,D,,
,,,,MABOSH BAKAM                  ,42152530,D,,
,,,,MABOSH BAKAM                  ,42154530,D,,
,,,,MABOSH BAKAM                  ,42153530,D,,
,,,,mabudi,45091040,,N,N
,,,,MABUDI KABIBU                 ,45963080,D,,
,,,,MABUDI KABIBU                 ,45964080,D,,
,,,,MABUDI KABIBU                 ,45962080,D,,
,,,,MABUDI KABIBU                 ,42153930,D,,
,,,,MABUDI KABIBU                 ,42152930,D,,
,,,,MABUDI KABIBU                 ,42154930,D,,
,,,,MABUDI KABIBU                 ,42151930,D,,
,,,,MABUDI KABIBU                 ,45961080,D,,
,,,,MABUDI KABIBU,42171360,,N,N
,,,,MABUDI KABIBU,65171360,,N,N
,,,,MABUEBUE KAPENGULA,45053500,,N,N
,,,,MADALA KALELA                 ,45962250,D,,
,,,,MADALA KALELA                 ,45964250,D,,
,,,,MADALA KALELA                 ,45961250,D,,
,,,,MADALA KALELA                 ,45963250,D,,
,,,,MAHANGA M.                    ,42151180,D,,
,,,,MAHANGA M.                    ,42152180,D,,
,,,,MAHANGA M.                    ,42154180,D,,
,,,,MAHANGA M.                    ,42153180,D,,
,,,,MAIRIE DE LA VILLE,46902150,,N,N
,,,,MAISON PROVINCIALE            ,41001770,D,,
,,,,MAISON PROVINCIALE            ,41002770,D,,
,,,,MAISON PROVINCIALE            ,41003770,D,,
,,,,MAISON PROVINCIALE            ,41004770,D,,
,,,,MAISON TECHNICIEN LABO        ,10051140,D,,
,,,,MAISON TECHNICIEN LABO        ,10052140,D,,
,,,,MAISON TECHNICIEN LABO        ,10053140,D,,
,,,,MAISON TECHNICIEN LABO        ,10054140,D,,
,,,,MAISONS MED. RESIDENTS(25 ANS),22314120,D,,
,,,,MAISONS MED. RESIDENTS(25 ANS),22313120,D,,
,,,,MAISONS MED. RESIDENTS(25 ANS),22312120,D,,
,,,,MAISONS MED. RESIDENTS(25 ANS),22311120,D,,
,,,,MAISONS MEDECINS RESIDENTS,22201001,,N,N
,,,,MAITRE DJAMANO                ,41012610,D,,
,,,,MAITRE DJAMANO                ,41014610,D,,
,,,,MAITRE DJAMANO                ,41011610,D,,
,,,,MAITRE DJAMANO                ,41013610,D,,
,,,,MAKABU MAKABU                 ,45971360,D,,
,,,,MAKABU MAKABU                 ,45972360,D,,
,,,,MAKABU MAKABU                 ,45973360,D,,
,,,,MAKABU MAKABU                 ,45974360,D,,
,,,,MAKELE LUSHIMBA               ,42132390,D,,
,,,,MAKELE LUSHIMBA               ,42133390,D,,
,,,,MAKELE LUSHIMBA               ,42134390,D,,
,,,,MAKELE LUSHIMBA               ,42131390,D,,
,,,,MAKOLO NGALAMULUME            ,45963090,D,,
,,,,MAKOLO NGALAMULUME            ,45962090,D,,
,,,,MAKOLO NGALAMULUME            ,45964090,D,,
,,,,MAKOLO NGALAMULUME            ,45961090,D,,
,,,,MALA MPOYI                    ,42141030,D,,
,,,,MALA MPOYI                    ,42143030,D,,
,,,,MALA MPOYI                    ,42142030,D,,
,,,,MALA MPOYI                    ,42144030,D,,
,,,,MALADES DECEDES               ,64714000,V,,
,,,,MALADES DECEDES               ,64712000,V,,
,,,,MALADES DECEDES               ,64711000,V,,
,,,,MALADES DECEDES               ,64713000,V,,
,,,,Maladies metaboliques,30012105,,N,N
,,,,Maladies metaboliques,30013105,,N,N
,,,,maladies metaboliques,60012105,,N,N
,,,,maladies metaboliques,60013105,,N,N
,,,,MALADIES METABOLIQUES,70011105,,N,N
,,,,Maladies métaboliques,30011105,,,
,,,,Maladies métaboliques,60011105,,,
,,,,MALU MALU                     ,45004120,D,,
,,,,MALU MALU                     ,45002120,D,,
,,,,MALU MALU                     ,45001120,D,,
,,,,MALU MALU                     ,45003120,D,,
,,,,MALU MUKENDI                  ,42151540,D,,
,,,,MALU MUKENDI                  ,42152540,D,,
,,,,MALU MUKENDI                  ,42153540,D,,
,,,,MALU MUKENDI                  ,42154540,D,,
,,,,MALU MUKENDI                  ,42164090,D,,
,,,,MALU MUKENDI                  ,42162090,D,,
,,,,MALU MUKENDI                  ,42163090,D,,
,,,,MALU MUKENDI,65151540,,N,N
,,,,MAMBA BADIBANGA               ,42132810,D,,
,,,,MAMBA BADIBANGA               ,42134810,D,,
,,,,MAMBA BADIBANGA,42131810,,N,N
,,,,MAMBA BADIBANGA               ,42133810,D,,
,,,,MAMBA MPUNGA,65161310,,N,N
,,,,MAMBA MPUNGA,42161310,,N,N
,,,,MAMBA MUANGALAYI,42131490,,N,N
,,,,MAMBA MUANGALAYI              ,42134490,D,,
,,,,MAMBA MUANGALAYI              ,42132490,D,,
,,,,MAMBA MUANGALAYI              ,42133490,D,,
,,,,MAMPUYA TSHISUNGU             ,45021070,D,,
,,,,MAMPUYA TSHISUNGU             ,45024070,D,,
,,,,MAMPUYA TSHISUNGU             ,45022070,D,,
,,,,MAMPUYA TSHISUNGU             ,45023070,D,,
,,,,MAMU KAMONJI KOJA,42161030,,N,N
,,,,Mamu KAMONJI Koja             ,42163030,D,,
,,,,Mamu KAMONJI Koja             ,42162030,D,,
,,,,Mamu KAMONJI Koja             ,42164030,D,,
,,,,MANANGA MUKENGESHAYI          ,45972150,D,,
,,,,MANANGA MUKENGESHAYI          ,45971150,D,,
,,,,MANANGA MUKENGESHAYI          ,45974150,D,,
,,,,MANANGA MUKENGESHAYI          ,45973150,D,,
,,,,MANDE MUEPU                   ,45972160,D,,
,,,,MANDE MUEPU                   ,45973160,D,,
,,,,MANDE MUEPU                   ,45974160,D,,
,,,,MANDE MUEPU                   ,45971160,D,,
,,,,MANYONGA MAMBA                ,45012560,D,,
,,,,MANYONGA MAMBA                ,45013560,D,,
,,,,MANYONGA MAMBA                ,45014560,D,,
,,,,MANYONGA MAMBA                ,45011560,D,,
,,,,MARCIA MURRAY,46661720,,N,N
,,,,MARGE BRUT,80011000,,N,N
,,,,MARSAVCO-ZAIRE                ,41011670,D,,
,,,,MARSAVCO-ZAIRE                ,41013670,D,,
,,,,MARSAVCO-ZAIRE                ,41014670,D,,
,,,,MARSAVCO-ZAIRE                ,41012670,D,,
,,,,MASENGU NKONGOLO              ,45962100,D,,
,,,,MASENGU NKONGOLO              ,45961100,D,,
,,,,MASENGU NKONGOLO              ,45963100,D,,
,,,,MASENGU NKONGOLO              ,45964100,D,,
,,,,Matériel  et Equipement de lab,31111142,,,
,,,,Matériel  et Equipement de lab,61111142,,,
,,,,MATERIEL & MOBILIER BUREAU,22631000,,N,N
,,,,MATERIEL & MOBILIER CL. DENT. ,22641500,D,,
,,,,MATERIEL & MOBILIER CL. DENT. ,22642500,D,,
,,,,MATERIEL & MOBILIER CL. DENT. ,22644500,D,,
,,,,MATERIEL & MOBILIER CL. DENT. ,22643500,D,,
,,,,MATERIEL & MOBILIER CME       ,22651200,D,,
,,,,MATERIEL & MOBILIER CME       ,22654200,D,,
,,,,MATERIEL & MOBILIER CME       ,22653200,D,,
,,,,MATERIEL & MOBILIER CME       ,22652200,D,,
,,,,MATERIEL & MOBILIER ECOLE     ,22653100,D,,
,,,,MATERIEL & MOBILIER ECOLE     ,22654100,D,,
,,,,MATERIEL & MOBILIER ECOLE     ,22651100,D,,
,,,,MATERIEL & MOBILIER ECOLE     ,22652100,D,,
,,,,MATERIEL & MOBILIER E-MAIL    ,22672900,D,,
,,,,MATERIEL & MOBILIER E-MAIL    ,22673900,D,,
,,,,MATERIEL & MOBILIER E-MAIL    ,22671900,D,,
,,,,MATERIEL & MOBILIER E-MAIL    ,22674900,D,,
,,,,MATERIEL & MOBILIER GUEST H.  ,22663000,D,,
,,,,MATERIEL & MOBILIER GUEST H.  ,22664000,D,,
,,,,MATERIEL & MOBILIER GUEST H.  ,22661000,D,,
,,,,MATERIEL & MOBILIER GUEST H.  ,22662000,D,,
,,,,MATERIEL & MOBILIER HABITATION,22634100,D,,
,,,,MATERIEL & MOBILIER HABITATION,22632100,D,,
,,,,MATERIEL & MOBILIER HABITATION,22633100,D,,
,,,,MATERIEL & MOBILIER HABITATION,22631100,D,,
,,,,MATERIEL & MOBILIER HOPITAL   ,22613000,D,,
,,,,MATERIEL & MOBILIER HOPITAL   ,22614000,D,,
,,,,MATERIEL & MOBILIER HOPITAL   ,22612000,D,,
,,,,MATERIEL & MOBILIER HOPITAL   ,22611000,D,,
,,,,MATERIEL & MOBILIER OPHT (10) ,22631400,D,,
,,,,MATERIEL & MOBILIER OPHT (10) ,22632400,D,,
,,,,MATERIEL & MOBILIER OPHT (10) ,22633400,D,,
,,,,MATERIEL & MOBILIER OPHT (10) ,22634400,D,,
,,,,MATERIEL & MOBILIER PLCK      ,22644400,D,,
,,,,MATERIEL & MOBILIER PLCK      ,22643400,D,,
,,,,MATERIEL & MOBILIER PLCK      ,22642400,D,,
,,,,MATERIEL & MOBILIER PLCK      ,22641400,D,,
,,,,Materiel d anesthesie et de re,30012187,,N,N
,,,,materiel d anesthesie et de re,30013187,,N,N
,,,,MATERIEL D' OXYGIENE EN COURS ,23221610,D,,
,,,,MATERIEL D' OXYGIENE EN COURS ,23222610,D,,
,,,,MATERIEL D' OXYGIENE EN COURS ,23223610,D,,
,,,,MATERIEL D' OXYGIENE EN COURS ,23224610,D,,
,,,,Materiel d'anesthesie et de re,30011187,,N,N
,,,,materiel d'anesthesie et de re,61112187,,N,N
,,,,materiel d'anesthesie et de re,61113187,,N,N
,,,,Materiel de Pharmacie,30011185,,N,N
,,,,Materiel de pharmacie,30012185,,N,N
,,,,materiel de pharmacie,30013185,,N,N
,,,,materiel de pharmacie,61112185,,N,N
,,,,materiel de pharmacie,61113185,,N,N
,,,,materiel de soins,30013170,,N,N
,,,,Materiel de traitement et de p,30012181,,N,N
,,,,materiel de traitement et de p,61112181,,N,N
,,,,materiel de traitement et proc,30013181,,N,N
,,,,Materiel de traitement et proc,30011181,,N,N
,,,,materiel de traitment et proce,61113181,,N,N
,,,,Materiel de traumatologie,30011188,,N,N
,,,,Materiel de traumatologie,30012188,,N,N
,,,,materiel de traumatologie,30013188,,N,N
,,,,materiel de traumatologie,61112188,,N,N
,,,,materiel de traumatologie,61113188,,N,N
,,,,MATERIEL ET EQUIP. CME,22330104,,N,N
,,,,MATERIEL ET EQUIP. DENTAIRES,22330106,,N,N
,,,,MATERIEL ET EQUIP. GUEST HOUSE,22330107,,N,N
,,,,MATERIEL ET EQUIP. HOPITAL,22330102,,N,N
,,,,MATERIEL ET EQUIP. ISTM,22330108,,N,N
,,,,MATERIEL ET EQUIP. ITM,22330105,,N,N
,,,,MATERIEL ET EQUIP. OPHTAL,22330101,,N,N
,,,,MATERIEL ET EQUIP. PAX,22330103,,N,N
,,,,Materiel et equipement adminis,31311150,,,
,,,,materiel et equipement adminis,31312150,,N,N
,,,,materiel et equipement adminis,31113150,,N,N
,,,,Materiel et equipement adminis,61311150,,,
,,,,materiel et equipement d image,31112165,,N,N
,,,,materiel et equipement d urolo,31112158,,N,N
,,,,materiel et equipement d urolo,31113158,,N,N
,,,,materiel et equipement d'anest,31113187,,N,N
,,,,materiel et equipement d'anest,31112187,,N,N
,,,,Matériel et Equipement d'Anest,31111187,,,
,,,,Matériel et Equipement d'Anest,61111187,,,
,,,,Materiel et equipement de diag,30012180,,N,N
,,,,materiel et equipement de diag,61113180,,N,N
,,,,Matériel et equipement de diag,30011180,,N,N
,,,,materiel et equipement de labo,31112142,,N,N
,,,,materiel et equipement de labo,31113142,,N,N
,,,,materiel et equipement de labo,61112142,,N,N
,,,,materiel et equipement de labo,61113142,,N,N
,,,,materiel et equipement de micr,31113147,,N,N
,,,,materiel et equipement de micr,31112147,,N,N
,,,,materiel et equipement de micr,61113147,,N,N
,,,,Matériel et Equipement de Micr,31111147,,,
,,,,Matériel et Equipement de Micr,61111147,,,
,,,,materiel et equipement de phar,31113185,,N,N
,,,,materiel et equipement de phar,31112185,,N,N
,,,,Matériel et Equipement de Phar,31111185,,,
,,,,Matériel et Equipement de Phar,61111185,,,
,,,,materiel et equipement de soin,31113170,,N,N
,,,,materiel et equipement de soin,31112170,,N,N
,,,,materiel et equipement de soin,61113170,,N,N
,,,,Matériel et Equipement de Soin,31111170,,,
,,,,Matériel et Equipement de Soin,61111170,,,
,,,,materiel et equipement de ster,31113160,,N,N
,,,,materiel et equipement de ster,31112160,,N,N
,,,,materiel et equipement de ster,61112160,,N,N
,,,,materiel et equipement de ster,61113160,,N,N
,,,,Matériel et Equipement de Stér,31111160,,,
,,,,Matériel et Equipement de Stér,61111160,,,
,,,,materiel et equipement de trai,31112181,,N,N
,,,,Matériel et Equipement de Trai,31111181,,,
,,,,Matériel et Equipement de Trai,61111181,,,
,,,,materiel et equipement de trat,31113181,,N,N
,,,,materiel et equipement de trau,31113188,,N,N
,,,,Materiel et Equipement de Trau,31111188,,,
,,,,materiel et equipement de trau,31112188,,N,N
,,,,Materiel et Equipement de Trau,61111188,,,
,,,,materiel et equipement diagnos,30013180,,N,N
,,,,materiel et equipement d'image,31113165,,N,N
,,,,Matériel et Equipement d'Image,31111165,,,
,,,,Matériel et Equipement d'Image,61111165,,,
,,,,Materiel et Equipement d'Urolo,31111158,,,
,,,,Materiel et Equipement d'Urolo,61111158,,,
,,,,materiel et equipement d'urolo,61112158,,N,N
,,,,materiel et equipement d'urolo,61113158,,N,N
,,,,materiel et equipement generau,31112180,,N,N
,,,,Matériel et Equipement Générau,31111180,,,
,,,,Matériel et Equipement Générau,61111180,,,
,,,,materiel et equipements genera,31113180,,N,N
,,,,materiel et equipment de micro,61112147,,N,N
,,,,MATERIEL HYDRO                ,22684100,D,,
,,,,MATERIEL HYDRO                ,22681100,D,,
,,,,MATERIEL HYDRO                ,22683100,D,,
,,,,MATERIEL HYDRO                ,22682100,D,,
,,,,MATERIEL ROULANT EN COURS     ,23501000,D,,
,,,,MATERIEL ROULANT EN COURS     ,23502000,D,,
,,,,MATERIEL ROULANT EN COURS     ,23503000,D,,
,,,,MATERIEL ROULANT EN COURS     ,23504000,D,,
,,,,MATERIELS & EQUIP. EN COURS   ,23601000,D,,
,,,,MATERIELS & EQUIP. EN COURS   ,23604000,D,,
,,,,MATERIELS & EQUIP. EN COURS   ,23602000,D,,
,,,,MATERIELS & EQUIP. EN COURS   ,23603000,D,,
,,,,Materiels de soins,30012170,,N,N
,,,,materiels et equipement d'imag,61113165,,N,N
,,,,materiels et equipements d'ima,61112165,,N,N
,,,,MATERNITE MBIYA MULUMBA       ,41201300,D,,
,,,,MATERNITE MBIYA MULUMBA       ,41203300,D,,
,,,,MATERNITE MBIYA MULUMBA       ,41202300,D,,
,,,,MATERNITE MBIYA MULUMBA       ,41204300,D,,
,,,,MATERNITE PAX,46661470,,N,N
,,,,MAWANGA MAWANGA               ,45001440,D,,
,,,,MAWANGA MAWANGA               ,45002440,D,,
,,,,MAWANGA MAWANGA               ,45003440,D,,
,,,,MAWANGA MAWANGA               ,45004440,D,,
,,,,MAYAMBI NZAMBA,42161180,,N,N
,,,,MAYAMBI NZAMBA,65161180,,N,N
,,,,MAYAMBI NZAMBA,42162800,,N,N
,,,,MAYAMBI NZAMBA,42161800,,N,N
,,,,MAYAMBI NZAMBA,42164800,,N,N
,,,,MAYAMBI NZAMBA,42163800,,N,N
,,,,MAYELE LUFULUABO              ,45034250,D,,
,,,,MAYELE LUFULUABO              ,45032250,D,,
,,,,MAYELE LUFULUABO              ,45033250,D,,
,,,,MAYELE LUFULUABO              ,45031250,D,,
,,,,MAYOLO MAMBOKO                ,42152160,D,,
,,,,MAYOLO MAMBOKO                ,42151160,D,,
,,,,MAYOLO MAMBOKO                ,42153160,D,,
,,,,MAYOLO MAMBOKO                ,42154160,D,,
,,,,MAYUWA KABENGELE              ,42152550,D,,
,,,,MAYUWA KABENGELE              ,42151550,D,,
,,,,MAYUWA KABENGELE              ,42154550,D,,
,,,,MAYUWA KABENGELE              ,42153550,D,,
,,,,MAYUWA KABENGELE,65171310,,N,N
,,,,MAYUWA KABENGELE,42171310,,N,N
,,,,MAZU KADUMA                   ,45033060,D,,
,,,,MAZU KADUMA                   ,45034060,D,,
,,,,MAZU KADUMA                   ,45031060,D,,
,,,,MAZU KADUMA                   ,45032060,D,,
,,,,MBALANDA MUKUAYITA,65171330,,N,N
,,,,MBAMBA MBAMBA                 ,45993090,D,,
,,,,MBAMBA MBAMBA                 ,45994090,D,,
,,,,MBAMBA MBAMBA                 ,45991090,D,,
,,,,MBAMBA MBAMBA                 ,45992090,D,,
,,,,MBELU KAZADI                  ,45001390,D,,
,,,,MBELU KAZADI                  ,45004390,D,,
,,,,MBELU KAZADI                  ,45003390,D,,
,,,,MBELU KAZADI                  ,45002390,D,,
,,,,MBELU TSHIPAMBA               ,42152070,D,,
,,,,MBELU TSHIPAMBA               ,42154070,D,,
,,,,MBELU TSHIPAMBA               ,42153070,D,,
,,,,MBF - ECO 040705              ,10123280,D,,
,,,,MBF - ECO 040705              ,10122280,D,,
,,,,MBF - ECO 040705              ,10124280,D,,
,,,,MBF - ECO 040705              ,10121280,D,,
,,,,MBF / AID                     ,44302000,D,,
,,,,MBF / AID                     ,44301000,D,,
,,,,MBF / AID                     ,44303000,D,,
,,,,MBF / AID                     ,44304000,D,,
,,,,MBF C-GSH FISTULA REPAIR,63331129,,N,N
,,,,MBF c-GSH FISTULA REPAIR,46620203,,N,N
,,,,MBF C-GSH FISTULA REPAIR,76131129,,N,N
,,,,MBF C-GSH FISTULA REPAIR,76311129,,N,N
,,,,MBF C-GSH FISTULA REPAIR,57331129,,N,N
,,,,MBF CHARITY AUX INDIGENTS,10221390,,N,N
,,,,MBF CHARITY FUNDS,57331270,,N,N
,,,,MBF CHARITY FUNDS,76131270,,N,N
,,,,MBF CHARITY FUNDS INDIGENT,76311450,,N,N
,,,,MBF CHARITY FUNDS INDIGENT CAR,57331450,,N,N
,,,,MBF COMMUNITY HEALTH,10221440,,N,N
,,,,MBF ECO 041039                ,10222230,D,,
,,,,MBF ECO 041039                ,10223230,D,,
,,,,MBF ECO 041039                ,10224230,D,,
,,,,MBF ECO 041039                ,10221230,D,,
,,,,MBF EYE EQUIPEMENT - IMCK     ,10222260,D,,
,,,,MBF EYE EQUIPEMENT - IMCK     ,10223260,D,,
,,,,MBF EYE EQUIPEMENT - IMCK     ,10221260,D,,
,,,,MBF EYE EQUIPEMENT - IMCK     ,10224260,D,,
,,,,MBF EYES AND CATARACTS PROJET,10221470,,N,N
,,,,MBF FISTLULS FUNDS,57321460,,N,N
,,,,MBF FISTULE FUNDS,10221460,,N,N
,,,,MBF FOR BED,15330108,,N,N
,,,,MBF FOR BEDS,10221500,,N,N
,,,,MBF FOR NETS,10221520,,N,N
,,,,MBF FUEL,10221410,,N,N
,,,,MBF GENERAL                   ,10223000,D,,
,,,,MBF GENERAL                   ,10222000,D,,
,,,,MBF GENERAL                   ,10221000,D,,
,,,,MBF GENERAL                   ,10224000,D,,
,,,,MBF GENERAL NON DESIGNE,63331510,,N,N
,,,,MBF GENERAL NON DESIGNE,76311510,,N,N
,,,,MBF GENERAL NON DESIGNE,76131510,,N,N
,,,,MBF GENERAL NON DESIGNE,57331510,,N,N
,,,,MBF HANINGER FIELD PROJET,10221400,,N,N
,,,,MBF HANINGER FIELD PROJET,46661601,,N,N
,,,,MBF HMHC,76131550,,N,N
,,,,MBF HYDRO,10221540,,N,N
,,,,MBF HYDRO ENTRETIEN,57331540,,N,N
,,,,MBF HYDRO ENTRETIEN,76131540,,N,N
,,,,MBF IMCK'S TOYOTA LAND C.,76311350,,N,N
,,,,MBF IMCK'S TOYOTA LAND C;,57331350,,N,N
,,,,MBF ISTM,10221550,,N,N
,,,,MBF ISTM,57331401,,N,N
,,,,MBF ISTM,76131401,,N,N
,,,,MBF ISTM,76331401,,N,N
,,,,MBF ISTM,63331401,,N,N
,,,,MBF ITM,57331400,,N,N
,,,,MBF ITM,76331400,,N,N
,,,,MBF ITM,63331400,,N,N
,,,,MBF MAINT/EQUIPEMENT,15330103,,N,N
,,,,MBF MAT./CHILD HEALTH         ,10222210,D,,
,,,,MBF MAT./CHILD HEALTH         ,10223210,D,,
,,,,MBF MAT./CHILD HEALTH         ,10224210,D,,
,,,,MBF MAT./CHILD HEALTH         ,10221210,D,,
,,,,MBF MORINGA TREE,76131121,,N,N
,,,,MBF MORINGA TREE,63331121,,N,N
,,,,MBF MORINGA TREE,57331121,,N,N
,,,,MBF MOTHER CARE BABY CARE,63331128,,N,N
,,,,MBF MOTHER CARE BABY'CARE,76131128,,N,N
,,,,MBF NITRITION PROGRAM/PATIENT,10221420,,N,N
,,,,MBF NURSING SCHOLARSHIP,10221450,,N,N
,,,,MBF NURSING SCHOOLS SCHOLAR.  ,10222280,D,,
,,,,MBF NURSING SCHOOLS SCHOLAR.  ,10223280,D,,
,,,,MBF NURSING SCHOOLS SCHOLAR.  ,10221280,D,,
,,,,MBF NURSING SCHOOLS SCHOLAR.  ,10224280,D,,
,,,,MBF NUTRITION - IMCK,10221350,,N,N
,,,,MBF ORPHAN SCHOLARSHIP,63331127,,N,N
,,,,MBF PEDIATRIE,76131560,,N,N
,,,,MBF PEDIATRIE,57331560,,N,N
,,,,MBF RENOVATION IMCK PAX,76311410,,N,N
,,,,MBF RENOVATION IMCK PAX,57331410,,N,N
,,,,MBF SCHOLARSHIP,57331127,,N,N
,,,,MBF ULTRA SND MACHINE,10221360,,N,N
,,,,MBF ULTRASOND MACHINE,15330106,,N,N
,,,,MBF VACCINATIONS AND RUNNING A,10221510,,N,N
,,,,MBF WOMEN DEVELOPMENT,63331122,,N,N
,,,,MBF WOMEN DEVELOPPMENT,76131122,,N,N
,,,,MBF WOMEN DEVELOPPMENT,57331122,,N,N
,,,,MBFHYDRO ENTRETIEN,63331540,,N,N
,,,,MBIYA NGALAMULUME             ,45991100,D,,
,,,,MBIYA NGALAMULUME             ,45994100,D,,
,,,,MBIYA NGALAMULUME             ,45992100,D,,
,,,,MBIYA NGALAMULUME             ,45993100,D,,
,,,,MBOKASHANGA KWETE,45043080,,N,N
,,,,MBOKASHANGA KWETE             ,45021230,D,,
,,,,MBOKASHANGA KWETE             ,45024230,D,,
,,,,MBOKASHANGA KWETE             ,45022230,D,,
,,,,MBOKASHANGA KWETE             ,45023230,D,,
,,,,MBOMBO BATUBENGA              ,45014570,D,,
,,,,MBOMBO BATUBENGA              ,45013570,D,,
,,,,MBOMBO BATUBENGA              ,45012570,D,,
,,,,MBOMBO BATUBENGA              ,45011570,D,,
,,,,MBOMBO KALOMBO                ,45011790,D,,
,,,,MBOMBO KALOMBO                ,45013790,D,,
,,,,MBOMBO KALOMBO                ,45014790,D,,
,,,,MBOMBO KALOMBO                ,45012790,D,,
,,,,MBOMBO KANDE                  ,45024080,D,,
,,,,MBOMBO KANDE                  ,45021080,D,,
,,,,MBOMBO KANDE                  ,45023080,D,,
,,,,MBOMBO KANDE                  ,45022080,D,,
,,,,MBOMBO MPINDA                 ,42132920,D,,
,,,,MBOMBO MPINDA                 ,42134920,D,,
,,,,MBOMBO MPINDA                 ,42133920,D,,
,,,,MBOMBO MPINDA                 ,42131920,D,,
,,,,MBOMBO MULUMBA                ,45942090,D,,
,,,,MBOMBO MULUMBA                ,45964110,D,,
,,,,MBOMBO MULUMBA                ,45944090,D,,
,,,,MBOMBO MULUMBA                ,45963110,D,,
,,,,MBOMBO MULUMBA                ,45962110,D,,
,,,,MBOMBO MULUMBA                ,45941090,D,,
,,,,MBOMBO MULUMBA                ,45961110,D,,
,,,,MBOMBO MULUMBA                ,45943090,D,,
,,,,MBOMBO MUSHIMBI,45043090,,N,N
,,,,MBOMBO MUTOMBO                ,45013580,D,,
,,,,MBOMBO MUTOMBO                ,45014580,D,,
,,,,MBOMBO MUTOMBO                ,45012580,D,,
,,,,MBOMBO MUTOMBO                ,45011580,D,,
,,,,MBOMBO NGALAMULUME            ,45994110,D,,
,,,,MBOMBO NGALAMULUME            ,45993110,D,,
,,,,MBOMBO NGALAMULUME            ,45991110,D,,
,,,,MBOMBO NGALAMULUME            ,45992110,D,,
,,,,MBOMBO WANSUA WEWE            ,42132870,D,,
,,,,MBOMBO WANSUA WEWE            ,42131870,D,,
,,,,MBOMBO WANSUA WEWE            ,42134870,D,,
,,,,MBOMBO WANSUA WEWE            ,42133870,D,,
,,,,MBUKU MANDANDA                ,45992120,D,,
,,,,MBUKU MANDANDA                ,45991120,D,,
,,,,MBUKU MANDANDA                ,45993120,D,,
,,,,MBUKU MANDANDA                ,45994120,D,,
,,,,MBULA MAMBA                   ,45021090,D,,
,,,,MBULA MAMBA                   ,45024090,D,,
,,,,MBULA MAMBA,42171330,,N,N
,,,,MBULA MAMBA                   ,45023090,D,,
,,,,MBULA MAMBA                   ,45022090,D,,
,,,,MBUMBA BEYA                   ,45984110,D,,
,,,,MBUMBA BEYA                   ,45983110,D,,
,,,,MBUMBA BEYA                   ,45981110,D,,
,,,,MBUMBA BEYA                   ,45982110,D,,
,,,,MBUYA KABUYA                  ,45954240,D,,
,,,,MBUYA KABUYA                  ,45953240,D,,
,,,,MBUYA KABUYA                  ,45951240,D,,
,,,,MBUYA KABUYA                  ,45952240,D,,
,,,,MBUYAMBA MBAMBA               ,45932200,D,,
,,,,MBUYAMBA MBAMBA               ,45933200,D,,
,,,,MBUYAMBA MBAMBA               ,45931200,D,,
,,,,MBUYAMBA MBAMBA               ,45934200,D,,
,,,,MBUYAMBA MBUYAMBA             ,45931210,D,,
,,,,MBUYAMBA MBUYAMBA             ,45933210,D,,
,,,,MBUYAMBA MBUYAMBA             ,45934210,D,,
,,,,MBUYAMBA MBUYAMBA             ,45932210,D,,
,,,,MBUYANGANDU KABUE             ,45921060,D,,
,,,,MBUYANGANDU KABUE             ,45923060,D,,
,,,,MBUYANGANDU KABUE             ,45922060,D,,
,,,,MBUYANGANDU KABUE             ,45924060,D,,
,,,,MBUYI DIMANYAYI               ,45024240,D,,
,,,,MBUYI DIMANYAYI               ,45023240,D,,
,,,,MBUYI DIMANYAYI               ,45022240,D,,
